"WeekEndingDate","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesEpisode","NumberWithin4HoursEpisode","NumberOver4HoursEpisode","PercentageWithin4HoursEpisode","NumberOver8HoursEpisode","PercentageOver8HoursEpisode","NumberOver12HoursEpisode","PercentageOver12HoursEpisode"
"20230827","S92000003","S08000031","G107H","Emergency Department",1624,1044,580,64.3,114,7,4,0.2
"20230827","S92000003","S08000031","C313H","Emergency Department",567,483,84,85.2,8,1.4,2,0.4
"20230827","S92000003","S08000031","G405H","Emergency Department",1985,1055,930,53.1,212,10.7,41,2.1
"20230827","S92000003","S08000031","C418H","Emergency Department",1194,852,342,71.4,38,3.2,2,0.2
"20230827","S92000003","S08000031","G513H","Emergency Department",1425,1363,62,95.6,0,0,0,0
"20230827","S92000003","S08000022","H212H","Emergency Department",209,183,26,87.6,4,1.9,1,0.5
"20230827","S92000003","S08000022","H103H","Emergency Department",163,131,32,80.4,15,9.2,8,4.9
"20230827","S92000003","S08000022","C121H","Emergency Department",175,154,21,88,5,2.9,2,1.1
"20230827","S92000003","S08000022","H202H","Emergency Department",756,566,190,74.9,39,5.2,14,1.9
"20230827","S92000003","S08000032","L302H","Emergency Department",1336,644,692,48.2,280,21,128,9.6
"20230827","S92000003","S08000032","L106H","Emergency Department",1314,916,398,69.7,69,5.3,13,1
"20230827","S92000003","S08000032","L308H","Emergency Department",1409,890,519,63.2,178,12.6,62,4.4
"20230827","S92000003","S08000024","S319H","Emergency Department",1001,871,130,87,8,0.8,0,0
"20230827","S92000003","S08000024","S314H","Emergency Department",2466,1474,992,59.8,211,8.6,51,2.1
"20230827","S92000003","S08000024","S308H","Emergency Department",1129,797,332,70.6,92,8.1,23,2
"20230827","S92000003","S08000025","R103H","Emergency Department",134,126,8,94,0,0,0,0
"20230827","S92000003","S08000026","Z102H","Emergency Department",195,167,28,85.6,3,1.5,0,0
"20230827","S92000003","S08000030","T101H","Emergency Department",1156,1074,82,92.9,1,0.1,0,0
"20230827","S92000003","S08000030","T202H","Emergency Department",484,438,46,90.5,1,0.2,0,0
"20230827","S92000003","S08000028","W107H","Emergency Department",117,116,1,99.1,0,0,0,0
"20230903","S92000003","S08000015","A210H","Emergency Department",617,414,203,67.1,105,17,75,12.2
"20230903","S92000003","S08000015","A111H","Emergency Department",1206,889,317,73.7,131,10.9,75,6.2
"20230903","S92000003","S08000016","B120H","Emergency Department",637,420,217,65.9,84,13.2,58,9.1
"20230903","S92000003","S08000017","Y146H","Emergency Department",699,608,91,87,9,1.3,0,0
"20230903","S92000003","S08000017","Y144H","Emergency Department",290,253,37,87.2,4,1.4,2,0.7
"20230903","S92000003","S08000029","F704H","Emergency Department",1425,1002,423,70.3,82,5.8,5,0.4
"20230903","S92000003","S08000019","V217H","Emergency Department",1203,665,538,55.3,141,11.7,37,3.1
"20230903","S92000003","S08000020","N101H","Emergency Department",1064,522,542,49.1,132,12.4,32,3
"20230903","S92000003","S08000020","N411H","Emergency Department",617,463,154,75,35,5.7,10,1.6
"20230903","S92000003","S08000020","N121H","Emergency Department",400,355,45,88.8,1,0.3,0,0
"20230903","S92000003","S08000031","G107H","Emergency Department",1580,882,698,55.8,217,13.7,12,0.8
"20230903","S92000003","S08000031","C313H","Emergency Department",574,434,140,75.6,35,6.1,5,0.9
"20230903","S92000003","S08000031","G405H","Emergency Department",1923,912,1011,47.4,321,16.7,77,4
"20230903","S92000003","S08000031","C418H","Emergency Department",1180,721,459,61.1,98,8.3,23,1.9
"20230903","S92000003","S08000031","G513H","Emergency Department",1442,1386,56,96.1,0,0,0,0
"20230903","S92000003","S08000022","H212H","Emergency Department",210,180,30,85.7,5,2.4,0,0
"20230903","S92000003","S08000022","H103H","Emergency Department",200,140,60,70,19,9.5,7,3.5
"20230903","S92000003","S08000022","C121H","Emergency Department",204,186,18,91.2,1,0.5,0,0
"20230903","S92000003","S08000022","H202H","Emergency Department",779,590,189,75.7,49,6.3,16,2.1
"20230903","S92000003","S08000032","L302H","Emergency Department",1260,832,428,66,85,6.7,15,1.2
"20230903","S92000003","S08000032","L106H","Emergency Department",1322,906,416,68.5,90,6.8,26,2
"20230903","S92000003","S08000032","L308H","Emergency Department",1395,835,560,59.9,261,18.7,125,9
"20230903","S92000003","S08000024","S319H","Emergency Department",1100,998,102,90.7,3,0.3,0,0
"20230903","S92000003","S08000024","S314H","Emergency Department",2437,1303,1134,53.5,334,13.7,155,6.4
"20230903","S92000003","S08000024","S308H","Emergency Department",1138,758,380,66.6,108,9.5,49,4.3
"20230903","S92000003","S08000025","R103H","Emergency Department",141,126,15,89.4,1,0.7,0,0
"20230903","S92000003","S08000026","Z102H","Emergency Department",190,152,38,80,1,0.5,0,0
"20230903","S92000003","S08000030","T101H","Emergency Department",1220,1081,139,88.6,0,0,0,0
"20230903","S92000003","S08000030","T202H","Emergency Department",473,423,50,89.4,0,0,0,0
"20230903","S92000003","S08000028","W107H","Emergency Department",122,119,3,97.5,0,0,0,0
"20230910","S92000003","S08000015","A210H","Emergency Department",711,454,257,63.9,138,19.4,91,12.8
"20230910","S92000003","S08000015","A111H","Emergency Department",1293,902,391,69.8,180,13.9,110,8.5
"20230910","S92000003","S08000016","B120H","Emergency Department",630,373,257,59.2,110,17.5,65,10.3
"20230910","S92000003","S08000017","Y146H","Emergency Department",664,533,131,80.3,20,3,0,0
"20230910","S92000003","S08000017","Y144H","Emergency Department",316,287,29,90.8,5,1.6,0,0
"20230910","S92000003","S08000029","F704H","Emergency Department",1498,1075,423,71.8,90,6,4,0.3
"20230910","S92000003","S08000019","V217H","Emergency Department",1286,538,748,41.8,378,29.4,155,12.1
"20230910","S92000003","S08000020","N101H","Emergency Department",1063,497,566,46.8,192,18.1,49,4.6
"20230910","S92000003","S08000020","N411H","Emergency Department",653,469,184,71.8,46,7,14,2.1
"20230910","S92000003","S08000020","N121H","Emergency Department",406,350,56,86.2,6,1.5,0,0
"20230910","S92000003","S08000031","G107H","Emergency Department",1729,962,767,55.6,192,11.1,23,1.3
"20230910","S92000003","S08000031","C313H","Emergency Department",676,484,192,71.6,23,3.4,7,1
"20230910","S92000003","S08000031","G405H","Emergency Department",2053,926,1127,45.1,305,14.9,81,3.9
"20230910","S92000003","S08000031","C418H","Emergency Department",1214,752,462,61.9,97,8,4,0.3
"20230910","S92000003","S08000031","G513H","Emergency Department",1493,1415,78,94.8,1,0.1,0,0
"20230910","S92000003","S08000022","H212H","Emergency Department",225,198,27,88,3,1.3,0,0
"20230910","S92000003","S08000022","H103H","Emergency Department",180,151,29,83.9,4,2.2,2,1.1
"20230910","S92000003","S08000022","C121H","Emergency Department",181,158,23,87.3,2,1.1,0,0
"20230910","S92000003","S08000022","H202H","Emergency Department",757,596,161,78.7,28,3.7,11,1.5
"20230910","S92000003","S08000032","L302H","Emergency Department",1377,770,607,55.9,234,17,134,9.7
"20230910","S92000003","S08000032","L106H","Emergency Department",1398,836,562,59.8,124,8.9,32,2.3
"20230910","S92000003","S08000032","L308H","Emergency Department",1421,884,537,62.2,301,21.2,145,10.2
"20230910","S92000003","S08000024","S319H","Emergency Department",1096,1006,90,91.8,0,0,0,0
"20230910","S92000003","S08000024","S314H","Emergency Department",2468,1286,1182,52.1,332,13.5,123,5
"20230910","S92000003","S08000024","S308H","Emergency Department",1181,847,334,71.7,72,6.1,20,1.7
"20230910","S92000003","S08000025","R103H","Emergency Department",143,132,11,92.3,1,0.7,0,0
"20230910","S92000003","S08000026","Z102H","Emergency Department",181,139,42,76.8,2,1.1,0,0
"20230910","S92000003","S08000030","T101H","Emergency Department",1232,1053,179,85.5,7,0.6,0,0
"20230910","S92000003","S08000030","T202H","Emergency Department",496,447,49,90.1,4,0.8,0,0
"20230910","S92000003","S08000028","W107H","Emergency Department",113,113,0,100,0,0,0,0
"20230917","S92000003","S08000015","A210H","Emergency Department",631,419,212,66.4,116,18.4,82,13
"20230917","S92000003","S08000015","A111H","Emergency Department",1229,825,404,67.1,179,14.6,122,9.9
"20230917","S92000003","S08000016","B120H","Emergency Department",588,378,210,64.3,100,17,55,9.4
"20230917","S92000003","S08000017","Y146H","Emergency Department",684,543,141,79.4,41,6,18,2.6
"20230917","S92000003","S08000017","Y144H","Emergency Department",272,234,38,86,6,2.2,1,0.4
"20230917","S92000003","S08000029","F704H","Emergency Department",1393,851,542,61.1,138,9.9,12,0.9
"20230917","S92000003","S08000019","V217H","Emergency Department",1114,491,623,44.1,243,21.8,68,6.1
"20230917","S92000003","S08000020","N101H","Emergency Department",1072,549,523,51.2,177,16.5,67,6.3
"20230917","S92000003","S08000020","N411H","Emergency Department",560,447,113,79.8,29,5.2,11,2
"20230917","S92000003","S08000020","N121H","Emergency Department",395,358,37,90.6,1,0.3,0,0
"20230917","S92000003","S08000031","G107H","Emergency Department",1680,1031,649,61.4,183,10.9,30,1.8
"20230917","S92000003","S08000031","C313H","Emergency Department",608,467,141,76.8,25,4.1,1,0.2
"20230917","S92000003","S08000031","G405H","Emergency Department",1922,892,1030,46.4,277,14.4,61,3.2
"20230917","S92000003","S08000031","C418H","Emergency Department",1208,791,417,65.5,97,8,13,1.1
"20230917","S92000003","S08000031","G513H","Emergency Department",1415,1357,58,95.9,0,0,0,0
"20230917","S92000003","S08000022","H212H","Emergency Department",194,166,28,85.6,3,1.5,2,1
"20230917","S92000003","S08000022","H103H","Emergency Department",180,138,42,76.7,14,7.8,7,3.9
"20230917","S92000003","S08000022","C121H","Emergency Department",174,151,23,86.8,1,0.6,1,0.6
"20230917","S92000003","S08000022","H202H","Emergency Department",750,535,215,71.3,56,7.5,25,3.3
"20230917","S92000003","S08000032","L302H","Emergency Department",1245,619,626,49.7,319,25.6,169,13.6
"20230917","S92000003","S08000032","L106H","Emergency Department",1374,916,458,66.7,90,6.6,18,1.3
"20230917","S92000003","S08000032","L308H","Emergency Department",1346,933,413,69.3,178,13.2,86,6.4
"20230917","S92000003","S08000024","S319H","Emergency Department",1021,945,76,92.6,0,0,0,0
"20230917","S92000003","S08000024","S314H","Emergency Department",2365,1170,1195,49.5,310,13.1,86,3.6
"20230917","S92000003","S08000024","S308H","Emergency Department",1053,786,267,74.6,61,5.8,10,0.9
"20230917","S92000003","S08000025","R103H","Emergency Department",126,122,4,96.8,0,0,0,0
"20230917","S92000003","S08000026","Z102H","Emergency Department",181,140,41,77.3,2,1.1,0,0
"20230917","S92000003","S08000030","T101H","Emergency Department",1175,1071,104,91.1,0,0,0,0
"20230917","S92000003","S08000030","T202H","Emergency Department",438,422,16,96.3,0,0,0,0
"20230917","S92000003","S08000028","W107H","Emergency Department",107,105,2,98.1,0,0,0,0
"20230924","S92000003","S08000015","A210H","Emergency Department",607,376,231,61.9,136,22.4,91,15
"20230924","S92000003","S08000015","A111H","Emergency Department",1167,808,359,69.2,158,13.5,91,7.8
"20230924","S92000003","S08000016","B120H","Emergency Department",623,408,215,65.5,90,14.4,49,7.9
"20230924","S92000003","S08000017","Y146H","Emergency Department",649,463,186,71.3,62,9.6,7,1.1
"20230924","S92000003","S08000017","Y144H","Emergency Department",259,235,24,90.7,3,1.2,0,0
"20230924","S92000003","S08000029","F704H","Emergency Department",1300,826,474,63.5,147,11.3,33,2.5
"20230924","S92000003","S08000019","V217H","Emergency Department",1151,548,603,47.6,243,21.1,55,4.8
"20230924","S92000003","S08000020","N101H","Emergency Department",1074,523,551,48.7,166,15.5,39,3.6
"20230924","S92000003","S08000020","N411H","Emergency Department",516,360,156,69.8,53,10.3,26,5
"20230924","S92000003","S08000020","N121H","Emergency Department",346,307,39,88.7,0,0,0,0
"20230924","S92000003","S08000031","G107H","Emergency Department",1605,960,645,59.8,229,14.3,32,2
"20230924","S92000003","S08000031","C313H","Emergency Department",546,418,128,76.6,15,2.7,1,0.2
"20230924","S92000003","S08000031","G405H","Emergency Department",1911,905,1006,47.4,319,16.7,40,2.1
"20230924","S92000003","S08000031","C418H","Emergency Department",1110,763,347,68.7,42,3.8,6,0.5
"20230924","S92000003","S08000031","G513H","Emergency Department",1335,1296,39,97.1,1,0.1,0,0
"20230924","S92000003","S08000022","H212H","Emergency Department",198,169,29,85.4,1,0.5,0,0
"20230924","S92000003","S08000022","H103H","Emergency Department",193,160,33,82.9,6,3.1,1,0.5
"20230924","S92000003","S08000022","C121H","Emergency Department",177,165,12,93.2,1,0.6,0,0
"20230924","S92000003","S08000022","H202H","Emergency Department",711,552,159,77.6,36,5.1,16,2.3
"20230924","S92000003","S08000032","L302H","Emergency Department",1217,625,592,51.4,314,25.8,186,15.3
"20230924","S92000003","S08000032","L106H","Emergency Department",1258,812,446,64.5,100,7.9,27,2.1
"20230924","S92000003","S08000032","L308H","Emergency Department",1290,819,471,63.5,249,19.3,155,12
"20230924","S92000003","S08000024","S319H","Emergency Department",1029,920,109,89.4,1,0.1,0,0
"20230924","S92000003","S08000024","S314H","Emergency Department",2496,1171,1325,46.9,348,13.9,113,4.5
"20230924","S92000003","S08000024","S308H","Emergency Department",1148,740,408,64.5,98,8.5,24,2.1
"20230924","S92000003","S08000025","R103H","Emergency Department",139,126,13,90.6,0,0,0,0
"20230924","S92000003","S08000026","Z102H","Emergency Department",158,139,19,88,1,0.6,0,0
"20230924","S92000003","S08000030","T101H","Emergency Department",1154,1061,93,91.9,2,0.2,0,0
"20230924","S92000003","S08000030","T202H","Emergency Department",453,405,48,89.4,3,0.7,0,0
"20230924","S92000003","S08000028","W107H","Emergency Department",105,103,2,98.1,0,0,0,0
"20231001","S92000003","S08000015","A210H","Emergency Department",627,427,200,68.1,114,18.2,79,12.6
"20231001","S92000003","S08000015","A111H","Emergency Department",1190,811,379,68.2,160,13.4,115,9.7
"20231001","S92000003","S08000016","B120H","Emergency Department",616,383,233,62.2,104,16.9,75,12.2
"20231001","S92000003","S08000017","Y146H","Emergency Department",632,473,159,74.8,50,7.9,12,1.9
"20231001","S92000003","S08000017","Y144H","Emergency Department",268,220,48,82.1,11,4.1,4,1.5
"20231001","S92000003","S08000029","F704H","Emergency Department",1295,835,460,64.5,129,10,25,1.9
"20231001","S92000003","S08000019","V217H","Emergency Department",1206,577,629,47.8,287,23.8,97,8
"20231001","S92000003","S08000020","N101H","Emergency Department",1062,508,554,47.8,159,15,43,4
"20231001","S92000003","S08000020","N411H","Emergency Department",561,419,142,74.7,51,9.1,22,3.9
"20231001","S92000003","S08000020","N121H","Emergency Department",350,323,27,92.3,0,0,0,0
"20231001","S92000003","S08000031","G107H","Emergency Department",1687,822,865,48.7,320,19,78,4.6
"20231001","S92000003","S08000031","C313H","Emergency Department",580,418,162,72.1,31,5.3,16,2.8
"20231001","S92000003","S08000031","G405H","Emergency Department",1920,1039,881,54.1,251,13.1,53,2.8
"20231001","S92000003","S08000031","C418H","Emergency Department",1149,718,431,62.5,132,11.5,51,4.4
"20231001","S92000003","S08000031","G513H","Emergency Department",1399,1223,176,87.4,5,0.4,0,0
"20231001","S92000003","S08000022","H212H","Emergency Department",203,185,18,91.1,2,1,0,0
"20231001","S92000003","S08000022","H103H","Emergency Department",195,168,27,86.2,3,1.5,1,0.5
"20231001","S92000003","S08000022","C121H","Emergency Department",169,149,20,88.2,3,1.8,1,0.6
"20231001","S92000003","S08000022","H202H","Emergency Department",705,530,175,75.2,51,7.2,22,3.1
"20231001","S92000003","S08000032","L302H","Emergency Department",1168,607,561,52,239,20.5,115,9.8
"20231001","S92000003","S08000032","L106H","Emergency Department",1268,785,483,61.9,150,11.8,49,3.9
"20231001","S92000003","S08000032","L308H","Emergency Department",1291,835,456,64.7,209,16.2,121,9.4
"20231001","S92000003","S08000024","S319H","Emergency Department",962,891,71,92.6,2,0.2,0,0
"20231001","S92000003","S08000024","S314H","Emergency Department",2349,1172,1177,49.9,353,15,165,7
"20231001","S92000003","S08000024","S308H","Emergency Department",1087,741,346,68.2,80,7.4,21,1.9
"20231001","S92000003","S08000025","R103H","Emergency Department",151,140,11,92.7,0,0,0,0
"20231001","S92000003","S08000026","Z102H","Emergency Department",173,143,30,82.7,1,0.6,0,0
"20231001","S92000003","S08000030","T101H","Emergency Department",1116,1054,62,94.4,1,0.1,0,0
"20231001","S92000003","S08000030","T202H","Emergency Department",457,431,26,94.3,0,0,0,0
"20231001","S92000003","S08000028","W107H","Emergency Department",112,112,0,100,0,0,0,0
"20231008","S92000003","S08000015","A210H","Emergency Department",636,395,241,62.1,119,18.7,73,11.5
"20231008","S92000003","S08000015","A111H","Emergency Department",1117,786,331,70.4,143,12.8,103,9.2
"20231008","S92000003","S08000016","B120H","Emergency Department",524,321,203,61.3,109,20.8,76,14.5
"20231008","S92000003","S08000017","Y146H","Emergency Department",656,487,169,74.2,46,7,19,2.9
"20231008","S92000003","S08000017","Y144H","Emergency Department",246,213,33,86.6,6,2.4,2,0.8
"20231008","S92000003","S08000029","F704H","Emergency Department",1326,837,489,63.1,153,11.5,35,2.6
"20231008","S92000003","S08000019","V217H","Emergency Department",1178,580,598,49.2,265,22.5,93,7.9
"20231008","S92000003","S08000020","N101H","Emergency Department",1022,504,518,49.3,146,14.3,31,3
"20231008","S92000003","S08000020","N411H","Emergency Department",528,384,144,72.7,33,6.3,10,1.9
"20231008","S92000003","S08000020","N121H","Emergency Department",348,310,38,89.1,0,0,0,0
"20231008","S92000003","S08000031","G107H","Emergency Department",1575,836,739,53.1,242,15.4,38,2.4
"20231008","S92000003","S08000031","C313H","Emergency Department",586,446,140,76.1,33,5.6,10,1.7
"20231008","S92000003","S08000031","G405H","Emergency Department",1851,989,862,53.4,203,11,40,2.2
"20231008","S92000003","S08000031","C418H","Emergency Department",1115,766,349,68.7,87,7.8,9,0.8
"20231008","S92000003","S08000031","G513H","Emergency Department",1433,1378,55,96.2,0,0,0,0
"20231008","S92000003","S08000022","H212H","Emergency Department",167,148,19,88.6,3,1.8,0,0
"20231008","S92000003","S08000022","H103H","Emergency Department",203,150,53,73.9,17,8.4,7,3.4
"20231008","S92000003","S08000022","C121H","Emergency Department",148,136,12,91.9,0,0,0,0
"20231008","S92000003","S08000022","H202H","Emergency Department",669,490,179,73.2,63,9.4,22,3.3
"20231008","S92000003","S08000032","L302H","Emergency Department",1251,763,488,61,112,9,35,2.8
"20231008","S92000003","S08000032","L106H","Emergency Department",1304,808,496,62,81,6.2,22,1.7
"20231008","S92000003","S08000032","L308H","Emergency Department",1350,833,517,61.7,282,20.9,166,12.3
"20231008","S92000003","S08000024","S319H","Emergency Department",1034,948,86,91.7,1,0.1,0,0
"20231008","S92000003","S08000024","S314H","Emergency Department",2354,1024,1330,43.5,467,19.8,225,9.6
"20231008","S92000003","S08000024","S308H","Emergency Department",1026,731,295,71.2,47,4.6,10,1
"20231008","S92000003","S08000025","R103H","Emergency Department",153,144,9,94.1,0,0,0,0
"20231008","S92000003","S08000026","Z102H","Emergency Department",144,117,27,81.3,2,1.4,0,0
"20231008","S92000003","S08000030","T101H","Emergency Department",1089,977,112,89.7,2,0.2,0,0
"20231008","S92000003","S08000030","T202H","Emergency Department",397,368,29,92.7,0,0,0,0
"20231008","S92000003","S08000028","W107H","Emergency Department",103,102,1,99,0,0,0,0
"20231015","S92000003","S08000015","A210H","Emergency Department",606,388,218,64,128,21.1,88,14.5
"20231015","S92000003","S08000015","A111H","Emergency Department",1164,819,345,70.4,154,13.2,102,8.8
"20231015","S92000003","S08000016","B120H","Emergency Department",559,343,216,61.4,91,16.3,67,12
"20231015","S92000003","S08000017","Y146H","Emergency Department",680,488,192,71.8,63,9.3,19,2.8
"20231015","S92000003","S08000017","Y144H","Emergency Department",300,274,26,91.3,3,1,1,0.3
"20231015","S92000003","S08000029","F704H","Emergency Department",1257,883,374,70.2,98,7.8,40,3.2
"20231015","S92000003","S08000019","V217H","Emergency Department",1051,462,589,44,304,28.9,136,12.9
"20231015","S92000003","S08000020","N101H","Emergency Department",1026,492,534,48,145,14.1,26,2.5
"20231015","S92000003","S08000020","N411H","Emergency Department",464,309,155,66.6,36,7.8,10,2.2
"20231015","S92000003","S08000020","N121H","Emergency Department",336,295,41,87.8,2,0.6,0,0
"20231015","S92000003","S08000031","G107H","Emergency Department",1605,851,754,53,251,15.6,28,1.7
"20231015","S92000003","S08000031","C313H","Emergency Department",563,425,138,75.5,35,6.2,14,2.5
"20231015","S92000003","S08000031","G405H","Emergency Department",1941,880,1061,45.3,363,18.7,78,4
"20231015","S92000003","S08000031","C418H","Emergency Department",1114,725,389,65.1,105,9.4,22,2
"20231015","S92000003","S08000031","G513H","Emergency Department",1493,1377,116,92.2,0,0,0,0
"20231015","S92000003","S08000022","H212H","Emergency Department",176,148,28,84.1,3,1.7,1,0.6
"20231015","S92000003","S08000022","H103H","Emergency Department",185,163,22,88.1,6,3.2,2,1.1
"20231015","S92000003","S08000022","C121H","Emergency Department",139,130,9,93.5,1,0.7,0,0
"20231015","S92000003","S08000022","H202H","Emergency Department",647,493,154,76.2,63,9.7,24,3.7
"20231015","S92000003","S08000032","L302H","Emergency Department",1230,765,465,62.2,134,10.9,58,4.7
"20231015","S92000003","S08000032","L106H","Emergency Department",1308,853,455,65.2,114,8.7,32,2.4
"20231015","S92000003","S08000032","L308H","Emergency Department",1344,819,525,60.9,226,16.8,93,6.9
"20231015","S92000003","S08000024","S319H","Emergency Department",1042,898,144,86.2,4,0.4,0,0
"20231015","S92000003","S08000024","S314H","Emergency Department",2412,1154,1258,47.8,461,19.1,202,8.4
"20231015","S92000003","S08000024","S308H","Emergency Department",1085,740,345,68.2,67,6.2,22,2
"20231015","S92000003","S08000025","R103H","Emergency Department",135,127,8,94.1,0,0,0,0
"20231015","S92000003","S08000026","Z102H","Emergency Department",143,117,26,81.8,1,0.7,0,0
"20231015","S92000003","S08000030","T101H","Emergency Department",1106,1017,89,92,0,0,0,0
"20231015","S92000003","S08000030","T202H","Emergency Department",401,366,35,91.3,3,0.7,0,0
"20231015","S92000003","S08000028","W107H","Emergency Department",90,90,0,100,0,0,0,0
"20231022","S92000003","S08000015","A210H","Emergency Department",523,286,237,54.7,120,22.9,82,15.7
"20231022","S92000003","S08000015","A111H","Emergency Department",1081,774,307,71.6,168,15.5,121,11.2
"20231022","S92000003","S08000016","B120H","Emergency Department",569,364,205,64,108,19,78,13.7
"20231022","S92000003","S08000017","Y146H","Emergency Department",686,482,204,70.3,86,12.5,28,4.1
"20231022","S92000003","S08000017","Y144H","Emergency Department",256,231,25,90.2,6,2.3,1,0.4
"20231022","S92000003","S08000029","F704H","Emergency Department",1188,750,438,63.1,140,11.8,21,1.8
"20231022","S92000003","S08000019","V217H","Emergency Department",1042,472,570,45.3,292,28,151,14.5
"20231022","S92000003","S08000020","N101H","Emergency Department",993,500,493,50.4,185,18.6,52,5.2
"20231022","S92000003","S08000020","N411H","Emergency Department",465,344,121,74,44,9.5,22,4.7
"20231022","S92000003","S08000020","N121H","Emergency Department",239,209,30,87.4,1,0.4,0,0
"20231022","S92000003","S08000031","G107H","Emergency Department",1530,861,669,56.3,160,10.5,36,2.4
"20231022","S92000003","S08000031","C313H","Emergency Department",483,373,110,77.2,25,5.2,2,0.4
"20231022","S92000003","S08000031","G405H","Emergency Department",1771,762,1009,43,415,23.4,168,9.5
"20231022","S92000003","S08000031","C418H","Emergency Department",1094,789,305,72.1,39,3.6,11,1
"20231022","S92000003","S08000031","G513H","Emergency Department",1282,1139,143,88.8,6,0.5,0,0
"20231022","S92000003","S08000022","H212H","Emergency Department",168,146,22,86.9,4,2.4,3,1.8
"20231022","S92000003","S08000022","H103H","Emergency Department",149,128,21,85.9,5,3.4,0,0
"20231022","S92000003","S08000022","C121H","Emergency Department",141,128,13,90.8,2,1.4,1,0.7
"20231022","S92000003","S08000022","H202H","Emergency Department",673,426,247,63.3,86,12.8,44,6.5
"20231022","S92000003","S08000032","L302H","Emergency Department",1142,630,512,55.2,209,18.3,112,9.8
"20231022","S92000003","S08000032","L106H","Emergency Department",1149,686,463,59.7,147,12.8,51,4.4
"20231022","S92000003","S08000032","L308H","Emergency Department",1293,750,543,58,254,19.6,124,9.6
"20231022","S92000003","S08000024","S319H","Emergency Department",898,793,105,88.3,5,0.6,0,0
"20231022","S92000003","S08000024","S314H","Emergency Department",2297,1115,1182,48.5,462,20.1,265,11.5
"20231022","S92000003","S08000024","S308H","Emergency Department",1004,757,247,75.4,62,6.2,19,1.9
"20231022","S92000003","S08000025","R103H","Emergency Department",82,80,2,97.6,0,0,0,0
"20231022","S92000003","S08000026","Z102H","Emergency Department",154,134,20,87,1,0.6,0,0
"20231022","S92000003","S08000030","T101H","Emergency Department",911,846,65,92.9,1,0.1,0,0
"20231022","S92000003","S08000030","T202H","Emergency Department",344,320,24,93,1,0.3,0,0
"20231022","S92000003","S08000028","W107H","Emergency Department",91,87,4,95.6,0,0,0,0
"20231029","S92000003","S08000015","A210H","Emergency Department",592,371,221,62.7,122,20.6,79,13.3
"20231029","S92000003","S08000015","A111H","Emergency Department",1138,764,374,67.1,188,16.5,134,11.8
"20231029","S92000003","S08000016","B120H","Emergency Department",581,368,213,63.3,108,18.6,82,14.1
"20231029","S92000003","S08000017","Y146H","Emergency Department",580,440,140,75.9,46,7.9,24,4.1
"20231029","S92000003","S08000017","Y144H","Emergency Department",278,245,33,88.1,7,2.5,2,0.7
"20231029","S92000003","S08000029","F704H","Emergency Department",1178,784,394,66.6,114,9.7,18,1.5
"20231029","S92000003","S08000019","V217H","Emergency Department",1066,456,610,42.8,310,29.1,152,14.3
"20231029","S92000003","S08000020","N101H","Emergency Department",963,467,496,48.5,178,18.5,46,4.8
"20231029","S92000003","S08000020","N411H","Emergency Department",495,339,156,68.5,75,15.2,39,7.9
"20231029","S92000003","S08000020","N121H","Emergency Department",235,205,30,87.2,1,0.4,0,0
"20231029","S92000003","S08000031","G107H","Emergency Department",1669,789,880,47.3,334,20,108,6.5
"20231029","S92000003","S08000031","C313H","Emergency Department",593,388,205,65.4,57,9.6,34,5.7
"20231029","S92000003","S08000031","G405H","Emergency Department",1838,799,1039,43.5,479,26.1,196,10.7
"20231029","S92000003","S08000031","C418H","Emergency Department",1108,693,415,62.5,132,11.9,41,3.7
"20231029","S92000003","S08000031","G513H","Emergency Department",1430,1377,53,96.3,0,0,0,0
"20231029","S92000003","S08000022","H212H","Emergency Department",174,157,17,90.2,1,0.6,0,0
"20231029","S92000003","S08000022","H103H","Emergency Department",199,162,37,81.4,7,3.5,4,2
"20231029","S92000003","S08000022","C121H","Emergency Department",175,141,34,80.6,2,1.1,0,0
"20231029","S92000003","S08000022","H202H","Emergency Department",676,508,168,75.1,66,9.8,38,5.6
"20231029","S92000003","S08000032","L302H","Emergency Department",1206,645,561,53.5,250,20.7,133,11
"20231029","S92000003","S08000032","L106H","Emergency Department",1314,636,678,48.4,297,22.6,128,9.7
"20231029","S92000003","S08000032","L308H","Emergency Department",1315,760,555,57.8,247,18.8,138,10.5
"20231029","S92000003","S08000024","S319H","Emergency Department",996,843,153,84.6,11,1.1,2,0.2
"20231029","S92000003","S08000024","S314H","Emergency Department",2304,1050,1254,45.6,504,21.9,262,11.4
"20231029","S92000003","S08000024","S308H","Emergency Department",1080,725,355,67.1,107,9.9,36,3.3
"20231029","S92000003","S08000025","R103H","Emergency Department",118,116,2,98.3,0,0,0,0
"20231029","S92000003","S08000026","Z102H","Emergency Department",160,137,23,85.6,1,0.6,0,0
"20231029","S92000003","S08000030","T101H","Emergency Department",1050,930,120,88.6,6,0.6,0,0
"20231029","S92000003","S08000030","T202H","Emergency Department",384,364,20,94.8,0,0,0,0
"20231029","S92000003","S08000028","W107H","Emergency Department",81,77,4,95.1,0,0,0,0
"20231105","S92000003","S08000015","A210H","Emergency Department",588,344,244,58.5,129,21.9,94,16
"20231105","S92000003","S08000015","A111H","Emergency Department",1167,766,401,65.6,191,16.4,124,10.6
